path,new_path,ordonnance_de_renvoi,instance,year,month,id,majoration,type_recours,test_sentence_1,sentence_1,test_sentence_2,sentence_2,personne_1,match_1,personne_2,match_2,personne_synthetic,décision,code_juridiction,nom_juridiction
../data/raw/DTA/2022/11/TA13/DTA_2009756_20221121.xml,../data/process/DTA/2022/11/DTA_2009756_20221121.xml,False,TA,2022,11,2009756,40%,Plein contentieux,True,"Vu la procédure suivante :Par une requête et des mémoires, enregistrés les 13 décembre 2020, 24 juin 2022 et 19 octobre 2022, M. A F, représenté par Me Soumille, demande au Tribunal : ",True," M. A F, associé et gérant de deux sociétés, l'EURL EC2 et la SARL PAD, qui ont fait l'objet de rectifications suite aux vérifications de comptabilité auxquelles elles avaient été soumises, a lui-même fait l'objet d'un examen de sa situation fiscale personnelle portant sur la période du 1er janvier 2014 au 31 décembre 2015.",P.P.,M. A,P.M.,société,P.M.,Satisfaction partielle,13,Tribunal Administratif de Marseille
../data/raw/DTA/2022/11/TA13/DTA_2007137_20221124.xml,../data/process/DTA/2022/11/DTA_2007137_20221124.xml,False,TA,2022,11,2007137,40%,Plein contentieux,True,"Vu la procédure suivante :Par une requête et un mémoire enregistrés le 21 septembre 2020 et le 4 janvier 2021, la SARL Joshnoa et Co., représentée par Me Ciaudo, demande au tribunal, dans le dernier état de ses écritures : ",True," La SARL Joshnoa et Co., créée en 2013, a fait l'objet d'une vérification de comptabilité portant sur la période du 1er janvier 2015 au 31 décembre 2017, à l'issue de laquelle elle a été assujettie, à raison de son activité de commerce de cigarettes électroniques en détail et en gros, à des rappels de taxe sur la valeur ajoutée, notifiés selon la procédure contradictoire, assortis des intérêts de retard et de la majoration pour manquement délibéré, au motif qu'elle avait participé à un circuit de fraude à la taxe sur la valeur ajoutée mis en place par les SARL eSmoker et Heisenberg Ltd, qu'elle connaissait ou dont elle ne pouvait ignorer l'existence.",P.M.,SA,P.M.,SA,P.M.,Rejet,13,Tribunal Administratif de Marseille
../data/raw/DTA/2022/11/TA13/DTA_2008673_20221104.xml,../data/process/DTA/2022/11/DTA_2008673_20221104.xml,False,TA,2022,11,2008673,40%,Plein contentieux,True,"Vu la procédure suivante :Par une requête enregistrée le 10 novembre 2020, M. B C, représenté par Me  Loum, demande au Tribunal :",True," M. B C était le gérant et associé à hauteur de 50 % de la SARL Surveillance Vigilance Prévention (SVP), dont le siège social se situait à Marseille, et qui exerçait une activité de sécurité privée.",P.P.,M. B,P.M.,SA,P.M.,Rejet,13,Tribunal Administratif de Marseille
../data/raw/DTA/2022/11/TA13/DTA_2008318_20221124.xml,../data/process/DTA/2022/11/DTA_2008318_20221124.xml,False,TA,2022,11,2008318,40%,Plein contentieux,True,"Vu la procédure suivante :Par une requête et des mémoires enregistrés le 28 octobre 2020 et les 11 avril 2021 et            26 mai 2022, M. A D et Mme E C, épouse D représentés par Me Foudil, demandent au tribunal : ",True," À l'issue de la vérification de comptabilité dont la SARL Marco Paulo a fait l'objet, Mme D, son associée unique et gérante, s'est vue notifier, selon la procédure contradictoire, par une proposition de rectification du 30 novembre 2017, des cotisations supplémentaires d'impôt sur le revenu et de contributions sociales au titre des années 2014, 2015 et 2016, à raison des revenus réputés distribués par cette société entre ses mains, sur le fondement du 1° du 1 de l'article 109 du code général des impôts. M.",P.P.,M. A,P.M.,société,P.M.,Rejet,13,Tribunal Administratif de Marseille
../data/raw/DTA/2022/11/TA13/DTA_2006283_20221124.xml,../data/process/DTA/2022/11/DTA_2006283_20221124.xml,False,TA,2022,11,2006283,40%,Plein contentieux,True,"Vu la procédure suivante :Par une requête et un mémoire enregistrés le 20 août 2020 et le 23 février 2021, la SARL Auto-école Parc Saint-Thys demande au tribunal : ",True," La SARL Auto-école Parc Saint Thys a fait l'objet d'une vérification de comptabilité portant sur les exercices clos en 2012 et 2013. À l'issue de ce contrôle, l'administration fiscale, par une proposition de rectification du 23 septembre 2015, a considéré que la comptabilité de l'entreprise n'était pas probante, procédé à une reconstitution de ses recettes et notifié, selon la procédure de rectification contradictoire, des cotisations supplémentaires d'impôt sur les sociétés au titre des années 2012 et 2013 et des rappels de taxe sur la valeur ajoutée pour la période du 1er janvier 2012 au 31 décembre 2013, outre des intérêts de retard et pénalités pour manquements délibérés, pour un montant de 73 995 euros.",P.M.,SA,P.M.,société,P.M.,Rejet,13,Tribunal Administratif de Marseille
../data/raw/DTA/2022/11/TA13/DTA_2008313_20221124.xml,../data/process/DTA/2022/11/DTA_2008313_20221124.xml,False,TA,2022,11,2008313,40%,Plein contentieux,True,"Vu la procédure suivante :Par une requête et des mémoires enregistrés le 28 octobre 2020 et les 12 avril 2021 et            26 mai 2022, la SARL Marco Paulo, représentée par Me Foudil, demande au tribunal : ",True," La SARL Marco Paulo, exerçant l'activité de commerce de boulangerie, a fait l'objet d'une vérification de comptabilité portant sur les exercices clos en 2014, 2015 et 2016. À l'issue de ce contrôle, l'administration fiscale, par une proposition de rectification du 30 novembre 2017, a considéré la comptabilité de l'entreprise non probante, procédé à une reconstitution de ses recettes et notifié, selon la procédure de rectification contradictoire, des cotisations supplémentaires d'impôt sur les sociétés au titre des années 2014 à 2016 et des rappels de taxe sur la valeur ajoutée pour la période du 1er janvier 2014 au 31 décembre 2016, outre des intérêts de retard et pénalités pour manquements délibérés, pour un montant de 79 013 euros.",P.M.,SA,P.M.,société,P.M.,Rejet,13,Tribunal Administratif de Marseille
../data/raw/DTA/2022/11/TA78/DTA_2004793_20221117.xml,../data/process/DTA/2022/11/DTA_2004793_20221117.xml,False,TA,2022,11,2004793,40%,Plein contentieux,True,"Vu la procédure suivante :Par une requête enregistrée le 29 juillet 2020, M. A C, représenté par Me d'Onorio di Meo, doit être regardé comme demandant au tribunal :",True," M. A C est gérant de la société civile immobilière (SCI) H3D, dont il détient 99% des parts.",P.P.,M. A,P.M.,société,P.M.,Rejet,78,Tribunal Administratif de VERSAILLES
../data/raw/DTA/2022/11/TA78/DTA_2102716_20221129.xml,../data/process/DTA/2022/11/DTA_2102716_20221129.xml,False,TA,2022,11,2102716,40%,Plein contentieux,True,"Vu la procédure suivante :Par une requête enregistrée 1er avril 2021, la SARL Cabinet Secca, représentée par Me Hittinger-Roux, demande au tribunal :",True," La société Cabinet Secca, qui exerce une activité d'expertise comptable, a fait l'objet d'une vérification de comptabilité portant sur ses exercices clos en juin 2015, 2016 et 2017 à l'issue de laquelle l'administration fiscale, après avoir écarté la comptabilité comme irrégulière, lui a adressé le 4 juillet 2018 une proposition de rectification prévoyant notamment son rehaussement, selon la procédure de rectification contradictoire en matière d'impôt sur le revenu au titre des années 2015 et 2016 ainsi que des rappels de taxe sur la valeur ajoutée pour la période du 1er juillet 2014 au 30 juin 2017, assortis des intérêts et d'une pénalité de 40 % pour manquement délibéré. Ces rehaussements ont été confirmés par la commission départementale des impôts directs et des taxes sur le chiffre d'affaires réunie le 18 juin 2019 et mis en recouvrement pour un montant total de 33 124 euros le 31 juillet 2019.",P.M.,SA,P.M.,société,P.M.,Satisfaction partielle,78,Tribunal Administratif de VERSAILLES
../data/raw/DTA/2022/11/TA78/DTA_2107655_20221129.xml,../data/process/DTA/2022/11/DTA_2107655_20221129.xml,False,TA,2022,11,2107655,80%,Plein contentieux,True,"Vu la procédure suivante :Par une réclamation, soumise d'office par l'administrateur des finances publiques en charge de la direction des vérifications nationales et internationale en application des articles R. 199-1 et R. 200-3 du livre des procédures fiscales le 7 septembre 2021, et un mémoire enregistré le 22 juillet 2022, M. et Mme C I, représentés par la SELARL  Villemot-Chaumont-Quéré agissant par Me Cruveilher, demandent au tribunal :",True, En application des articles R. 199-1 et R.,P.M.,SELARL,not found,not found,P.M.,Satisfaction partielle,78,Tribunal Administratif de VERSAILLES
../data/raw/DTA/2022/11/TA78/DTA_2004787_20221129.xml,../data/process/DTA/2022/11/DTA_2004787_20221129.xml,False,TA,2022,11,2004787,80%,Plein contentieux,True,"Vu la procédure suivante :Par une requête et un mémoire, enregistrés le 29 juillet 2020 et le 29 janvier 2021, M. et Mme A C, représentés par le cabinet Villemot Wts, agissant par Me Cruveilher, demandent au tribunal :",True," M. et Mme C ont été soumis au titre de l'année 2017, sur le fondement de leurs déclarations, à l'impôt sur le revenu et à la contribution exceptionnelle sur les hauts revenus, pour un montant total de 2 425 161 euros.",P.P.,Mme A,P.P.,Mme C,P.P.,Rejet,78,Tribunal Administratif de VERSAILLES
../data/raw/DTA/2022/11/TA78/DTA_2008862_20221108.xml,../data/process/DTA/2022/11/DTA_2008862_20221108.xml,False,TA,2022,11,2008862,40%,Plein contentieux,True,"Vu la procédure suivante :Par une requête, des pièces et des mémoires, enregistrés les 28 décembre 2020, 11 et 12 janvier 2021 et 1er septembre 2021, M. C B doit être regardé comme demandant au tribunal de prononcer la décharge des cotisations supplémentaires d'impôt sur le revenu auxquelles il a été assujetti au titre des années 2014 et 2015 et le sursis de paiement prévu par l'article L. 277 du livre des procédures fiscales.",True," A la suite de la vérification de comptabilité de la SAS Groupe EPF, entreprise de maçonnerie et de gros œuvre, au titre de ses exercices clos en 2014 et 2015, M. C B a fait l'objet d'un contrôle sur pièces au terme duquel l'intéressé s'est vu notifier une proposition de rectification en date du 8 décembre 2016 prévoyant des rehaussements au titre de l'impôt sur les revenus dans la catégorie des revenus de capitaux mobiliers ainsi que des contributions sociales correspondantes au titre des années 2014 et 2015.",P.P.,M. C,P.M.,SAS,P.M.,Satisfaction totale,78,Tribunal Administratif de VERSAILLES
../data/raw/DTA/2022/11/TA78/DTA_2006786_20221117.xml,../data/process/DTA/2022/11/DTA_2006786_20221117.xml,False,TA,2022,11,2006786,40%,Plein contentieux,True,"Vu la procédure suivante :Par une requête enregistrée le 16 octobre 2020, M. C et Mme A B doivent être regardés comme demandant au tribunal :",True," La société à responsabilité limitée (SARL) Etamp'exotique, dont Mme A B est la gérante, a fait l'objet d'une vérification de comptabilité portant sur la période du 1er janvier 2014 au 31 décembre 2015. A l'issue de ce contrôle, le service vérificateur lui a transmis une proposition de rectification datée du 24 avril 2017 lui notifiant notamment des cotisations supplémentaires d'impôt sur les sociétés au titre des exercices clos en 2014 et 2015.",P.P.,M. C,P.M.,société,P.M.,Rejet,78,Tribunal Administratif de VERSAILLES
../data/raw/DTA/2022/11/TA76/DTA_2100299_20221122.xml,../data/process/DTA/2022/11/DTA_2100299_20221122.xml,False,TA,2022,11,2100299,40%,Plein contentieux,True,"Vu la procédure suivante :Par une requête et des mémoires complémentaires, enregistrés le 23 janvier 2021, le 24 mai 2022 et le 23 octobre 2022, M. D A, représenté par Me Guillaumin, demande au tribunal de prononcer la décharge, ou subsidiairement la réduction, en droits et pénalités, des cotisations supplémentaires d'impôt sur le revenu, de contributions sociales et de contribution sur les hauts revenus, auxquelles il a été assujetti au titre de l'année 2014.",True," M. A a fait l'objet d'un examen contradictoire de sa situation fiscale personnelle portant sur l'année 2014, au terme duquel l'administration fiscale a remis en cause l'exonération sous le régime de laquelle il a placé la plus-value réalisée lors de la vente, le 27 février 2014, d'un bien immobilier dont il était propriétaire au 38 rue des Garennes à Roquebrune-sur-Argens (Var), au motif qu'il ne s'agissait pas de sa résidence principale.",P.P.,M. D,P.P.,M. A,P.P.,Satisfaction partielle,76,Tribunal Administratif de Rouen
../data/raw/DTA/2022/11/TA76/DTA_2101109_20221122.xml,../data/process/DTA/2022/11/DTA_2101109_20221122.xml,False,TA,2022,11,2101109,100%,Plein contentieux,True,"Vu la procédure suivante :Par une requête, enregistrée le 22 mars 2021, M. et Mme C et A B, représentés par Me Grosman, demandent au tribunal de prononcer la décharge des cotisations supplémentaires d'impôt sur le revenu et de prélèvements sociaux auxquelles ils ont été assujettis au titre des années 2016 et 2017 et des pénalités afférentes. ",True," M. et Mme B, qui ont fait l'objet d'un contrôle sur pièces à la suite de la vérification de la comptabilité de la SARL Mia Construction et Rénovation, demandent au tribunal de prononcer la décharge des cotisations supplémentaires d'impôt sur le revenu et de prélèvements sociaux auxquelles ils ont été assujettis, en raison notamment des bénéfices reconstitués de la société qui ont été regardés comme leur ayant été distribués, au titre des années 2016 et 2017 et des pénalités afférentes.",P.P.,Mme C,P.M.,société,P.M.,Rejet,76,Tribunal Administratif de Rouen
../data/raw/DTA/2022/11/TA35/DTA_2003014_20221109.xml,../data/process/DTA/2022/11/DTA_2003014_20221109.xml,False,TA,2022,11,2003014,40%,Plein contentieux,True,"Vu la procédure suivante :Par une requête et un mémoire, enregistrés respectivement les 21 juillet 2020 et 18 février 2021, l'entreprise unipersonnelle à responsabilité limitée (EURL) Établissements C, représentée par le cabinet Evolis Avocats, demande au tribunal : ",True,"  L'entreprise unipersonnelle à responsabilité limitée (EURL) Établissements C, qui exerce une activité de menuiserie en bois et PVC, a fait l'objet d'une vérification de comptabilité pour la période du 1er avril 2013 au 31 mars 2017. L'administration fiscale l'a informée, par proposition de rectification du 18 décembre 2017 selon la procédure contradictoire prévue à l'article L.",P.M.,EURL,P.M.,EURL,P.M.,Rejet,35,Tribunal Administratif de Rennes
../data/raw/DTA/2022/11/TA35/DTA_2003012_20221109.xml,../data/process/DTA/2022/11/DTA_2003012_20221109.xml,False,TA,2022,11,2003012,40%,Plein contentieux,True,"Vu la procédure suivante :Par une requête et un mémoire, enregistrés respectivement les 21 juillet 2020 et 18 février 2021, M. B D et Mme C de Laval, représentés par le cabinet Evolis Avocats, demandent au tribunal : ",True,"  M. D, associé unique et gérant de l'entreprise unipersonnelle à responsabilité limitée (EURL) Établissements D, qui exerce une activité de menuiserie, s'est vu notifier, à la suite de la vérification de comptabilité de cette société, par proposition de rectification du 19 décembre 2017 selon la procédure contradictoire prévue à l'article L.",P.P.,M. B,P.M.,société,P.M.,Rejet,35,Tribunal Administratif de Rennes
../data/raw/DTA/2022/11/TA35/DTA_2101081_20221109.xml,../data/process/DTA/2022/11/DTA_2101081_20221109.xml,False,TA,2022,11,2101081,40%,Plein contentieux,True,"Vu la procédure suivante :Par une requête, enregistrée le 1er mars 2021, la SARL Auto Contrôle du Niel, représentée par Me Guillou, demande au tribunal :",True," Aux termes de l'article R. 624-5 du code de commerce : "" Lorsque le juge-commissaire se déclare incompétent ou constat l'existence d'une contestation sérieuse, il renvoie, par ordonnance spécialement motivée, les parties à mieux se pourvoir et invite, selon le cas, le créancier, le débiteur ou le mandataire judiciaire à saisir la juridiction compétente dans un délai d'un mois à compter de la notification ou de la réception de l'avis délivré à cette fin, à peine de forclusion à moins d'appel dans les cas où cette voie de recours est ouverte () "".",P.M.,SA,not found,not found,P.M.,Satisfaction totale,35,Tribunal Administratif de Rennes
../data/raw/DTA/2022/11/TA35/DTA_2100084_20221109.xml,../data/process/DTA/2022/11/DTA_2100084_20221109.xml,False,TA,2022,11,2100084,40%,Plein contentieux,True,"Vu la procédure suivante :Par une requête, enregistrée le 8 janvier 2021, la SAS Le Majestic, représentée par la SELARL CGC Avocats, demande au tribunal :",True," La SAS Le Majestic, qui exploite une discothèque à Quimper et qui fait partie d'un groupe fiscal intégré dont la société mère est la SARL Holding M, a fait l'objet d'une vérification de comptabilité au titre de la période du 1er juillet 2014 au 30 juin 2017. Une première proposition de rectification lui a été notifiée en cours de contrôle, le 19 décembre 2018, au titre de l'exercice clos le 30 juin 2015.",P.M.,SAS,P.M.,société,P.M.,Satisfaction partielle,35,Tribunal Administratif de Rennes
